num,school,department,discipline_name,gsat,chi,eng,math_a,math_b,phy,che,bio,his,geo,cit,ele,same_1,same_2,same_3,rank_108,select_score_108,ori_score_108,avg_108,num_want_108,num_sel_108,low_108,high_108,people_in_108,percent_in_108,rank_107,select_score_107,ori_score_107,avg_107,num_want_107,num_sel_107,low_107,high_107,people_in_107,percent_in_107,profile
93,國立交通大學,電子物理學系光電與奈米科學組,工程,,1,1,1,,1,1,,,,,,物理,數甲,英文,34,395.75,395.75,79.15,3,3,395.01,400,1353,0.0657,36,398.15,398.15,79.63,5,5,395.01,400,1561,7.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01318.html
94,國立臺灣大學,生物機電工程學系,工程,自然(前標),1,1,1,,1,1,,,,,,數甲,物理,英文,35,395.4,395.4,79.08,22,22,395.01,400,1353,0.0657,35,399.2,399.2,79.84,24,24,395.01,400,1561,7.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00130.html
95,國立清華大學,動力機械工程學系乙組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,37,395.25,395.25,79.05,10,10,395.01,400,1353,0.0657,32,401.65,401.65,80.33,6,6,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01130.html
96,國立交通大學,奈米科學及工程學士學位學程,工程,,1,1,1,,1,1,,,,,,物理,化學,數甲,38,395.1,395.1,79.02,5,5,395.01,400,1353,0.0657,39,396.55,396.55,79.31,4,4,395.01,400,1561,7.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01325.html
97,國立臺灣大學,土木工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,39,394.6,394.6,78.92,50,50,390.01,395,1637,0.0795,31,401.95,401.95,80.39,19,19,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00123.html
98,國立清華大學,化學工程學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,國文,41,393.1,393.1,78.62,15,15,390.01,395,1637,0.0795,45,393.15,393.15,78.63,31,31,390.01,395,1814,9.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01111.html
99,國立交通大學,電子物理學系電子物理組,工程,,1,1,1,,1,1,,,,,,物理,數甲,英文,42,392.53,392.53,78.51,7,7,390.01,395,1637,0.0795,46,392.45,392.45,78.49,15,15,390.01,395,1814,9.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01310.html
100,國立交通大學,光電工程學系,工程,,1,1.5,1.5,,1.5,1,,,,,,數甲,英文,物理,44,508.23,390.95,78.19,8,8,390.01,395,1637,0.0795,38,515.95,396.88,79.38,15,15,395.01,400,1561,7.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01319.html
101,國立中央大學,資訊工程學系,工程,,1,1,1,,1,,,,,,,數甲,英文,物理,2,312.7,312.7,78.17,7,7,312.01,316,1394,0.0664,1,307.6,307.6,76.9,15,15,304.01,308,2265,11.13,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01619.html
102,國立清華大學,理學院學士班,工程,,1,1,1,,1,1,,,,,,數甲,物理,化學,46,390.8,390.8,78.16,14,14,390.01,395,1637,0.0795,43,393.8,393.8,78.76,7,7,390.01,395,1814,9.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01121.html
103,國立清華大學,工程與系統科學系乙組(智慧奈米系統組),工程,,1,1,1,,1,1,,,,,,物理,數甲,英文,47,390.45,390.45,78.09,4,4,390.01,395,1637,0.0795,50,389.73,389.73,77.95,7,7,385.01,390,2084,10.43,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01119.html
104,國立臺灣大學,生物環境系統工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,化學,49,389.2,389.2,77.84,20,21,385.01,390,1925,0.0935,51,389.25,389.25,77.85,22,22,385.01,390,2084,10.43,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00129.html
105,國立中央大學,生醫科學與工程學系,工程,,,1,,,1.25,1.25,,,,,,物理,化學,英文,1,272.38,233.47,77.82,3,3,231.01,234,2872,0.1335,1,268.25,229.93,76.64,5,5,228.01,231,3027,14.7,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01626.html
106,國立成功大學,材料科學及工程學系,工程,,1,1,1,,1,1,,,,,,物理,化學,數甲,51,387.75,387.75,77.55,38,38,385.01,390,1925,0.0935,57,384.4,384.4,76.88,39,39,380.01,385,2340,11.71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00427.html
107,國立清華大學,工程與系統科學系甲組(低碳綠能組),工程,,1,1,1,,1,1,,,,,,物理,數甲,英文,52,387.6,387.6,77.52,9,9,385.01,390,1925,0.0935,48,389.95,389.95,77.99,7,7,385.01,390,2084,10.43,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01110.html
108,臺北醫學大學,生物醫學工程學系,工程,,,1,,,1.5,1.5,1.5,,,,,生物,物理,化學,1,426.15,309.93,77.48,9,9,308.01,312,2429,0.1766,1,408.55,297.13,74.28,12,12,296.01,300,2478,19.74,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10914.html
109,國立清華大學,科技管理學院學士班,工程,,1.5,2,1.5,,1,1,,,,,,英文,數甲,國文,53,541.2,386.57,77.31,8,8,385.01,390,1925,0.0935,62,535.6,382.57,76.51,10,10,380.01,385,2340,11.71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01120.html
110,國立清華大學,原子科學院學士班,工程,,1,1,1,,1,1,,,,,,英文,數甲,國文,54,386.1,386.1,77.22,5,5,385.01,390,1925,0.0935,55,386.55,386.55,77.31,4,4,385.01,390,2084,10.43,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01127.html
111,國立交通大學,機械工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,56,385.4,385.4,77.08,31,31,385.01,390,1925,0.0935,54,386.95,386.95,77.39,34,34,385.01,390,2084,10.43,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01307.html
112,國立陽明大學,生物醫學工程學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,57,384.95,384.95,76.99,17,17,380.01,385,2243,0.1089,64,379.9,379.9,75.98,20,20,375.01,380,2612,13.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02505.html
113,國立高雄師範大學,工業科技教育學系科技教育與訓練組(公費),工程,?學(頂標) 自然(頂標),1,1,1,,1,1,,,,,,國文,英文,數甲,58,384.8,384.8,76.96,1,1,380.01,385,2243,0.1089,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02222.html
114,國立臺灣海洋大學,運輸科學系A組,工程,,1,2,,2,,,,,,,,英文,數乙,國文,62,383.1,229.86,76.62,17,17,228.01,231,6448,0.1817,54,360.4,216.24,72.08,13,13,216.01,219,6779,17.78,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02115.html
115,國立中央大學,電機工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,61,382.85,382.85,76.57,29,29,380.01,385,2243,0.1089,66,379.78,379.78,75.96,23,23,375.01,380,2612,13.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01620.html
116,元智大學,資訊工程學系(資訊應用組),工程,,1,1,,1,,,,,,,,數乙,英文,國文,64,229.5,229.5,76.5,10,10,228.01,231,6448,0.1817,58,213.9,213.9,71.3,10,10,213.01,216,7350,19.28,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04007.html
117,國立清華大學,生醫工程與環境科學系,工程,,1,1,1,,1,1,,,,,,英文,數甲,國文,62,382.45,382.45,76.49,11,11,380.01,385,2243,0.1089,69,377.67,377.67,75.53,13,13,375.01,380,2612,13.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01109.html
118,國立中興大學,電機工程學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,63,382.25,382.25,76.45,3,3,380.01,385,2243,0.1089,74,372.1,372.1,74.42,3,4,370.01,375,2899,14.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00313.html
119,國立中央大學,資訊電機學院學士班,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,64,381.8,381.8,76.36,7,7,380.01,385,2243,0.1089,71,375.6,375.6,75.12,8,8,375.01,380,2612,13.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01628.html
120,國立成功大學,建築學系,工程,,1.25,1,1.25,,1.25,1,,,,,,數甲,物理,英文,65,438.98,381.72,76.34,23,24,380.01,385,2243,0.1089,58,441.9,384.26,76.85,21,23,380.01,385,2340,11.71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00428.html
121,國立中山大學,電機工程學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,66,381.65,381.65,76.33,3,3,380.01,385,2243,0.1089,70,376.35,376.35,75.27,5,5,375.01,380,2612,13.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02710.html
122,臺北醫學大學,牙體技術學系,工程,,1,1.5,,,1,1.25,1.25,,,,,英文,生物,化學,3,457.88,381.57,76.31,9,9,380.01,385,2473,0.1906,3,427.68,356.4,71.28,6,6,355.01,360,2749,22.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10910.html
123,國立成功大學,光電科學與工程學系,工程,,1,1,1,,1,1,,,,,,物理,數甲,英文,68,381.15,381.15,76.23,23,23,380.01,385,2243,0.1089,65,379.8,379.8,75.96,28,28,375.01,380,2612,13.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00439.html
124,國立臺灣海洋大學,航運管理學系,工程,,1,2,,1.5,,,,,,,,英文,數乙,國文,70,342.3,228.2,76.07,24,24,228.01,231,6448,0.1817,53,324.9,216.6,72.2,30,30,216.01,219,6779,17.78,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02103.html
125,國立成功大學,生物醫學工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,71,379.8,379.8,75.96,14,14,375.01,380,2547,0.1237,75,371.3,371.3,74.26,18,18,370.01,375,2899,14.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00443.html
126,國立清華大學,工業工程與工程管理學系,工程,,1,1.5,1.5,,1,1,,,,,,數甲,英文,國文,72,455.68,379.73,75.95,15,15,375.01,380,2547,0.1237,63,458.2,381.83,76.37,14,14,380.01,385,2340,11.71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01114.html
127,國立成功大學,化學工程學系,工程,,1,1,1,,1,1,,,,,,數甲,化學,英文,73,376.6,376.6,75.32,72,72,375.01,380,2547,0.1237,72,374.55,374.55,74.91,54,55,370.01,375,2899,14.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00425.html
128,國立中山大學,資訊工程學系甲組,工程,,,1,2,,2,,,,,,,數甲,英文,物理,1,375.95,225.57,75.19,3,3,225.01,228,2015,0.0924,1,384.85,230.91,76.97,13,13,228.01,231,2728,13.07,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02709.html
129,國立中正大學,電機工程學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,74,375.85,375.85,75.17,3,3,375.01,380,2547,0.1237,80,368.1,368.1,73.62,3,3,365.01,370,3206,16.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04122.html
130,國立成功大學,航空太空工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,75,375.75,375.75,75.15,19,19,375.01,380,2547,0.1237,82,367.83,367.83,73.57,21,21,365.01,370,3206,16.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00432.html
131,國立成功大學,工程科學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,76,375.4,375.4,75.08,20,21,375.01,380,2547,0.1237,79,369,369,73.8,24,24,365.01,370,3206,16.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00429.html
132,國立交通大學,工業工程與管理學系,工程,,1,1.5,1.5,,1,1,,,,,,數甲,英文,國文,77,450.08,375.07,75.01,18,18,375.01,380,2547,0.1237,76,445.23,371.02,74.2,30,30,370.01,375,2899,14.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01316.html
133,國立成功大學,機械工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,79,372.8,372.8,74.56,68,68,370.01,375,2844,0.1381,81,367.85,367.85,73.57,72,72,365.01,370,3206,16.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00423.html
134,國立交通大學,運輸與物流管理學系,工程,,1,1.5,1.5,,1,,,,,,,數甲,英文,國文,3,371.85,297.48,74.37,13,13,296.01,300,2633,0.1255,2,374.38,299.5,74.88,15,15,296.01,300,2864,14.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01315.html
135,國立臺灣師範大學,資訊工程學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,81,370.4,370.4,74.08,13,13,370.01,375,2844,0.1381,90,360.9,360.9,72.18,12,12,360.01,365,3539,17.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00201.html
136,國立交通大學,土木工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,82,369.8,369.8,73.96,32,33,365.01,370,3234,0.157,84,365.75,365.75,73.15,46,46,365.01,370,3206,16.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01308.html
137,國立成功大學,工業與資訊管理學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,國文,83,369.1,369.1,73.82,19,20,365.01,370,3234,0.157,87,363.3,363.3,72.66,17,17,360.01,365,3539,17.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00434.html
138,國立中央大學,通訊工程學系,工程,,1,1,1,,1,,,,,,,數甲,物理,英文,4,295.2,295.2,73.8,12,12,292.01,296,2974,0.1417,3,292.4,292.4,73.1,12,12,292.01,296,3183,15.64,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01621.html
139,國立臺灣師範大學,工業教育學系,工程,,1,1.5,1.5,,,,,,,,,數甲,英文,國文,9,294.3,220.73,73.58,1,1,219.01,222,3803,0.1559,7,295.88,221.91,73.97,2,2,219.01,222,3424,14.3,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00230.html
140,國立中央大學,化學工程與材料工程學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,86,365,365,73,35,36,360.01,365,3595,0.1745,89,361.55,361.55,72.31,28,28,360.01,365,3539,17.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01608.html
141,國立中央大學,光電科學與工程學系,工程,,1,2,2,,2,1,,,,,,數甲,物理,英文,87,582.1,363.81,72.76,9,9,360.01,365,3595,0.1745,83,586.1,366.31,73.26,13,13,365.01,370,3206,16.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01623.html
142,國立成功大學,土木工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,88,362.75,362.75,72.55,50,50,360.01,365,3595,0.1745,93,358.05,358.05,71.61,48,48,355.01,360,3874,19.39,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00404.html
143,國立成功大學,系統及船舶機電工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,89,362.7,362.7,72.54,28,28,360.01,365,3595,0.1745,91,360.85,360.85,72.17,25,25,360.01,365,3539,17.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00430.html
144,國立中山大學,材料與光電科學學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,90,362.6,362.6,72.52,3,3,360.01,365,3595,0.1745,109,347.9,347.9,69.58,17,17,345.01,350,4539,22.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02717.html
145,國立中央大學,工學院學士班,工程,,1,1,2,,2,2,,,,,,數甲,物理,化學,91,577.75,361.09,72.22,15,15,360.01,365,3595,0.1745,85,583.3,364.56,72.91,6,6,360.01,365,3539,17.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01627.html
146,逢甲大學,電機工程學系乙組,工程,,1.5,1.25,,1.5,,,,,,,,數乙,英文,國文,94,306.38,216.27,72.09,11,11,216.01,219,8947,0.2522,104,261.58,184.64,61.55,10,10,183.01,186,13121,34.42,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01534.html
147,國立成功大學,環境工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,化學,93,359.5,359.5,71.9,23,23,355.01,360,3958,0.1922,94,357.25,357.25,71.45,26,26,355.01,360,3874,19.39,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00407.html
148,逢甲大學,資訊工程學系乙組,工程,,2,1.5,,1.5,,,,,,,,數乙,英文,國文,96,359.15,215.49,71.83,14,14,213.01,216,9582,0.2701,103,309.15,185.49,61.83,15,15,183.01,186,13121,34.42,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01541.html
149,國立中山大學,電機工程學系乙組,工程,,,1,2,,2,1,,,,,,數甲,物理,英文,3,429.95,286.63,71.66,26,26,284.01,288,3720,0.1739,2,447.7,298.47,74.62,25,25,296.01,300,3286,16.04,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02720.html
150,國立成功大學,資源工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,95,358.2,358.2,71.64,25,25,355.01,360,3958,0.1922,99,353.25,353.25,70.65,28,28,350.01,355,4209,21.07,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00426.html
151,國立中央大學,機械工程學系光機電工程組,工程,,1,1.5,2,,2,1,,,,,,物理,英文,數甲,96,537.15,358.1,71.62,14,14,355.01,360,3958,0.1922,86,545.38,363.59,72.72,12,12,360.01,365,3539,17.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01614.html
152,國立中山大學,材料與光電科學學系丙組,工程,,1,1,1,,2,2,,,,,,數甲,物理,英文,97,501.2,358,71.6,13,13,355.01,360,3958,0.1922,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02728.html
153,中原大學,室內設計學系,工程,,2,1,,1,,,,2,1.5,,,國文,歷史,地理,71,534.8,356.53,71.31,9,9,355.01,360,4627,0.1951,94,485.25,323.5,64.7,20,20,320.01,325,7447,28.37,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00801.html
154,國立中正大學,資訊工程學系,工程,,1,1.5,1.25,,1,1,,,,,,數甲,英文,物理,99,409.88,356.42,71.28,17,17,355.01,360,3958,0.1922,108,401.18,348.85,69.77,26,26,345.01,350,4539,22.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04121.html
155,國立成功大學,測量及空間資訊學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,101,355.75,355.75,71.15,20,20,355.01,360,3958,0.1922,104,351.35,351.35,70.27,21,21,350.01,355,4209,21.07,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00408.html
156,國立中山大學,資訊工程學系乙組,工程,,,1,2,,2,,,,,,,數甲,英文,物理,3,355.1,213.06,71.02,21,21,213.01,216,3189,0.1463,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02725.html
157,國立中山大學,光電工程學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,103,354.85,354.85,70.97,3,3,350.01,355,4341,0.2107,113,415.6,346.33,69.27,20,20,345.01,350,4539,22.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02721.html
158,國立中央大學,機械工程學系先進材料與精密製造組,工程,,1,1.5,2,,2,1,,,,,,物理,英文,數甲,104,532.03,354.69,70.94,14,14,350.01,355,4341,0.2107,95,535.68,357.12,71.42,17,17,355.01,360,3874,19.39,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01615.html
159,國立臺灣師範大學,電機工程學系,工程,,1,2,2,,2,1,,,,,,數甲,物理,英文,105,566.8,354.25,70.85,15,15,350.01,355,4341,0.2107,105,562,351.25,70.25,24,24,350.01,355,4209,21.07,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00233.html
160,逢甲大學,電子工程學系乙組,工程,,1,1,,1.75,,,,,,,,數乙,英文,國文,105,265.25,212.2,70.73,6,6,210.01,213,10234,0.2885,124,220.3,176.24,58.75,13,13,174.01,177,14792,38.8,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01516.html
161,國立成功大學,交通管理科學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,國文,106,353.5,353.5,70.7,24,24,350.01,355,4341,0.2107,102,352.1,352.1,70.42,23,23,350.01,355,4209,21.07,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00435.html
162,國立中興大學,電機工程學系乙組,工程,,,1,2,,2,1,,,,,,數甲,物理,英文,4,424.05,282.7,70.67,28,28,280.01,284,4045,0.1891,3,435.7,290.47,72.62,32,33,288.01,292,3863,18.86,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00339.html
163,國立中央大學,理學院學士班,工程,,1,1,1.5,,1.25,1.25,,,,,,數甲,物理,化學,109,424,353.33,70.67,11,12,350.01,355,4341,0.2107,97,427.93,356.61,71.32,8,8,355.01,360,3874,19.39,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01624.html
164,國立臺北大學,電機工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,110,352.8,352.8,70.56,8,8,350.01,355,4341,0.2107,124,340.9,340.9,68.18,13,14,340.01,345,4864,24.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/09919.html
165,逢甲大學,資訊電機學院學士班乙組,工程,,1.5,1.25,,2,,,,,,,,數乙,英文,國文,107,334.8,211.45,70.48,8,8,210.01,213,10234,0.2885,114,285.76,180.48,60.16,9,9,180.01,183,13659,35.83,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01543.html
166,國立中興大學,材料科學與工程學系,工程,,1,1,1,,1,1,,,,,,物理,化學,英文,111,352.3,352.3,70.46,22,22,350.01,355,4341,0.2107,115,346.15,346.15,69.23,14,14,345.01,350,4539,22.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00325.html
167,國立中正大學,通訊工程學系,工程,,1,1,1,,1.5,1,,,,,,數甲,物理,英文,114,385.8,350.73,70.15,9,9,350.01,355,4341,0.2107,123,375.7,341.55,68.31,11,11,340.01,345,4864,24.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04128.html
168,國立中興大學,化學工程學系,工程,,1,1,1,,1,1,,,,,,數甲,化學,英文,117,349,349,69.8,25,25,345.01,350,4714,0.2289,122,342.2,342.2,68.44,27,27,340.01,345,4864,24.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00324.html
169,國立中正大學,電機工程學系乙組,工程,,,1,2,,2,1,,,,,,數甲,物理,英文,5,417.95,278.63,69.66,15,15,276.01,280,4366,0.2041,4,429.55,286.37,71.59,16,16,284.01,288,4154,20.28,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04131.html
170,國立中央大學,機械工程學系設計與分析組,工程,,1,1.5,2,,2,1,,,,,,物理,英文,數甲,118,522.1,348.07,69.61,27,27,345.01,350,4714,0.2289,98,529.95,353.3,70.66,17,17,350.01,355,4209,21.07,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01616.html
171,國立中山大學,機械與機電工程學系甲組,工程,,1,1.5,2,,2,1,,,,,,數甲,物理,英文,119,521.58,347.72,69.54,3,3,345.01,350,4714,0.2289,128,507.98,338.65,67.73,39,39,335.01,340,5215,26.11,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02711.html
172,國立中山大學,材料與光電科學學系乙組,工程,,1,1,2,,1,1,,,,,,數甲,物理,英文,120,416.95,347.46,69.49,13,13,345.01,350,4714,0.2289,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02727.html
